221,CC(=O)C(C(c1ccccc1Br)O)Cl,6
222,CC(=O)C(C(c1ccccc1Cl)O)Cl,6
223,CC(=O)C(C(c1ccccc1F)O)Cl,6
224,CC(=O)C1C(=O)C=C2C(C1=O)(C)c1c(O)c(C)c(c(c1O2)C(=O)C)O,13
225,CC(=O)C=NNc1ccc(cc1)C,11
226,CC(=O)CC(=O)c1ccc(o1)c1nc2c(n1C)cccc2,18
227,CC(=O)CC(=O)c1ccc(o1)c1nc2c(s1)cccc2,18
228,CC(=O)CC(c1c(O)oc2c(c1=O)cccc2)c1ccccc1,12
229,CC(=O)CC(c1ccc2c(c1)cccc2)O,11
230,CC(=O)CC(c1cccc(c1)Cl)O,6
231,CC(=O)CC(c1cccc2c1cccc2)O,11
232,CC(=O)CC(c1ccccc1Cl)O,6
233,CC(=O)N(c1ccc(cc1)C=Cc1ccccc1)O,15
234,CC(=O)N1N=C(CC1c1c2ccccc2cc2c1cccc2)c1ccccc1,16
235,CC(=O)N=c1nc2c3ccccc3ncn2c2c1cccc2,24
236,CC(=O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)N,10
237,CC(=O)NC1=CC(=O)C(=O)c2c1cccc2,15
238,CC(=O)NO,0
239,CC(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2,10
240,CC(=O)Nc1cc(cc2c1c(O)cc(c2)S(=O)(=O)O)S(=O)(=O)O,20
241,CC(=O)Nc1ccc(cc1)C(C(=O)C)Cl,9
242,CC(=O)Nc1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,33
243,CC(=O)Nc1ccc(cc1)C=NNC(=S)N,14
244,CC(=O)Nc1ccc(cc1)N=Nc1ccc(c2c1cccn2)O,23
245,CC(=O)Nc1ccc(cc1)N=Nc1nc2c(s1)cccc2,22
246,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccccc1,20
247,CC(=O)Nc1ccc(cc1)c1sc(=S)n(c1C)O,16
248,CC(=O)Nc1ccc(cc1N)C(=O)O,11
249,CC(=O)Nc1ccc2c(c1S(=O)(=O)O)cccc2S(=O)(=O)O,20
250,CC(=O)Nc1ccccc1,9
251,CC(=O)Nc1ccccc1N=Nc1nc2c(s1)cccc2,22
252,CC(=O)Nc1ccccc1O,9
253,CC(=O)Nc1nc(c(s1)c1ccccc1)c1ccccc1,22
254,CC(=O)Nc1nnc(s1)S(=O)(=O)N,11
255,CC(=O)OC(=CCc1ccccc1)c1ccccc1,11
256,CC(=O)OCC1=C(C(=O)O)N2[C@H](SC1)[C@@H](C2=O)NC(=O)Cc1cccs1,5
257,CC(=O)OCCc1ccccc1,6
258,CC(=O)OCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)Oc1ccc(cc1)F,25
259,CC(=O)OCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)Oc1ccccc1C,25
260,CC(=O)OCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)Oc1ccccc1Cl,25
261,CC(=O)OCc1nc2c(o1)c1ccc(cc1cc2)Br,15
262,CC(=O)O[C@@H]1[C@H](OC(=O)C)[C@H](O[C@H]1n1ccc(=S)[nH]c1=O)COC(=O)C,8
263,CC(=O)O[C@@H]1c2ccccc2C(=O)N1C(=O)C(C)(C)C,8
264,CC(=O)O[C@H]1N(C(=O)c2ccccc2)C(=O)c2c1cccc2,8
265,CC(=O)O[C@H]1[C@@H](O[C@@H]([C@H]1C(F)(F)F)COC(=O)c1ccccc1)n1ccc(=O)[nH]c1=O,8
266,CC(=O)Oc1cc(cc2c1C(=O)c1c(C2=O)cccc1OC(=O)C)C(=O)O,25
267,CC(=O)Oc1ccc(cc1)N=NC(=NNc1ccccc1)c1ccccc1,28
268,CC(=O)Oc1ccc2c(c1)[nH]c1c2cccc1,18
269,CC(=O)Oc1ccc2c(c1)c1cc(ccc1o2)C(=O)C,20
270,CC(=O)Oc1ccc2c(c1)c1ccccc1o2,18
271,CC(=O)Oc1ccccc1C(=O)O,11
272,CC(=O)Oc1sc2c(c1)CN(CC2)C(c1ccccc1F)C(=O)C1CC1,8
